,normal_1,normal_2,normal_3,normal_4,normal_5,normal_6,normal_7,normal_8,normal_9,normal_10,normal_11,normal_12,normal_13,normal_14,symptomatic_1,symptomatic_2,symptomatic_3,symptomatic_4,symptomatic_5,symptomatic_6,symptomatic_7,symptomatic_8,symptomatic_9,symptomatic_10,symptomatic_11,symptomatic_12
RPP14,61.65427419,46.63260753,86.36658602,128.2026882,122.7844086,119.4145161,84.56787634,78.40026882,61.02311828,128.4795699,121.1032258,119.7312903,101.588172,65.68058372,102.5420161,98.24973118,68.42481183,60.88895161,48.50645161,84.12709677,78.17451613,90.42983871,98.58024194,64.66564516,97.3391129,89.485
DCTN3,207.2053763,265.9067204,238.2725806,290.1572581,180.1043842,223.7899194,214.9223118,249.1666667,273.2395161,268.7738287,256.2127957,181.5711022,260.0287634,156.2556183,193.1744624,189.6274194,194.1593475,199.0143817,223.7899194,220.4501344,228.1554839,222.5799923,271.4252688,199.4001344,228.339956,162.7275269
CDK5,27.63602151,29.38830645,8.380376344,13.77967742,25.40234255,8.522311828,8.187096774,7.408064516,17.20408602,23.50505376,7.553225806,17.39408602,7.596774194,7.569892473,6.922043011,8.217741935,7.270967742,6.40577957,13.17365591,17.29946237,6.615591398,9.956451613,11.51666667,10.13064516,18.84569892,6.572634409
GNA11,74.14784946,80.65268817,60.40337942,93.01021506,91.72086022,68.92672043,70.56268817,51.4327957,40.89516129,55.28387097,41.63453149,49.3266129,60.54408602,67.43376344,43.50833333,57.63354839,49.98237327,53.68795699,57.60268817,33.72688172,56.12365591,42.8983871,44.28653226,52.71365591,53.12166667,58.90994624
LMO2,209.3083871,301.5288306,291.9927908,161.2293011,225.1991471,320.8704839,446.1760215,340.472043,437.7561828,127.153871,230.8224462,264.1067204,241.0677419,298.055914,416.5169355,414.0034946,365.1409677,297.7583468,333.1349462,410.0877419,448.9927419,483.7004301,408.8002688,294.678629,399.8072581,315.4427419
CEP164,65.01139785,92.56043011,58.43709677,100.0557604,73.44268817,64.97446237,56.13403226,82.83137097,89.88947773,70.71817204,37.48736559,62.61666667,63.6211828,42.82392473,50.78209677,26.44247312,62.69663978,84.24282258,46.67263441,65.6016129,82.71892473,69.71370968,62.94120968,44.53763441,41.01236559,96.88397849
CDK2,47.7538172,60.99005376,43.10349462,52.81475806,72.72933948,40.76451613,38.26370968,42.87784946,55.5655914,57.68951613,44.30645161,39.59596774,61.02849462,25.99005376,40.32306452,37.94311828,39.41172043,34.70024194,43.32150538,35.70913978,52.09932796,37.40430108,36.95903226,24.16545699,37.90016129,31.62956989
VDR,118.446083,160.3276882,87.70526882,99.35618279,125.0959677,93.59693548,92.19596774,126.9938172,128.9161828,74.54569892,80.90225806,118.8512903,102.9717204,117.8395161,93.03629032,92.44327957,79.24879032,78.45306452,121.4349462,86.76505376,101.641129,105.7277419,73.74798387,96.375,80.89456989,83.96048387
ELOVL6,23.48252688,12.65107527,40.75326421,33.77056452,43.66534946,24.70752688,42.30362519,48.56107527,46.66182796,4.288709677,38.245,58.76008065,51.18500768,14.03655914,28.04731183,46.3044086,50.10682796,80.69731183,50.58623656,23.35599462,38.62311828,24.72473118,28.70846774,42.2680914,47.32709677,46.48112903
FADS3,282.6403226,212.7925269,106.2721237,163.2964516,294.2663978,191.000192,224.3373045,133.3430645,99.63951613,222.1404301,123.4101344,72.03642473,114.3319892,122.4745968,82.8,146.177957,57.47204301,94.92150538,128.1149731,84.19462366,77.4933871,117.5352151,75.48884409,95.66284946,98.4144086,131.7408602
CHD1,7.383333333,40.48341398,60.97430108,71.25919355,89.99446237,7.209677419,43.74956989,78.83037634,57.96290323,54.5516129,71.72594086,68.83408602,64.41354839,103.2293817,182.1201613,132.7110215,175.3922043,179.6991935,167.842043,224.9681452,107.3385407,189.3782796,205.6396505,163.459543,165.9212366,177.0705376
MMP7,96.33,68.16344086,64.52483871,131.3817204,67.92768817,53.26166667,37.62311828,58.51188172,55.90763441,157.8622581,11.39408602,47.52365591,54.00819892,72.01048387,70.4072043,65.81333333,47.66129032,70.72451613,73.06706989,12.91827957,39.27870968,37.27666667,53.44247312,70.33454301,76.76344086,64.88870968
CHGB,93.36129032,51.79365591,60.57580645,207.1269201,122.3664516,74.19569892,22.86021505,55.6355914,72.46268817,54.66263441,61.82930108,40.73392473,8.11061828,26.54295699,77.11462366,88.3235732,68.98741935,56.64010753,45.93435484,65.89422043,91.31518817,57.2,80.3384543,57.31451613,71.54462366,62.1358871
PSEN2,26.37096774,35.26451613,25.16747312,22.04860215,57.60268817,31.27083333,25.64032258,22.76263441,18.30349462,19.51102151,47.39919355,41.10913978,38.12947389,58.08602151,40.33763441,38.07392473,25.72513441,19.35913979,21.32473118,37.59139785,26.50481183,14.78172043,19.18349462,37.30217742,28.2288172,15.74704301
CPT2,14.71283602,27.11263441,42.2611828,15.28494624,29.91370968,45.24349462,25.51457373,23.18956989,27.82037634,19.93155914,25.40806452,34.85322581,44.29849462,99.90333333,28.34015152,25.92715054,46.38575269,38.33533026,34.39738863,35.16967742,26.16946237,16.17793011,23.25672043,42.54005376,26.7155914,35.65814516
GPSM3,720.0008065,748.8236559,591.7040323,290.7693548,348.9962366,382.4854839,296.8275269,417.077957,575.5935484,597.3481183,473.8002688,363.4327957,578.0473118,492.7986559,309.3424731,342.3089247,364.4706989,288.9596774,340.9489247,267.8744624,325.8389785,344.6622581,310.7451613,247.3784457,364.8215054,338.7327957
PKMYT1,27.15446237,182.2284946,99.66575269,216.1875,137.0322581,98.64462366,100.3149462,35.78333333,99.63951613,445.5532258,137.133871,51.10053763,111.5045699,122.0811828,61.26182796,103.2635546,60.10645161,99.71236559,97.08924731,68.64596774,65.28158602,54.91408602,67.69096774,47.25967742,114.1653226,101.5262366
S100A2,164.5836022,64.55510753,54.88836022,196.0255914,66.47741935,65.94603805,126.7389785,89.18225806,63.87594086,21.78817204,87.17854839,52.77069892,27.7733871,52.04704301,48.55134409,78.33424731,60.75258065,51.67225806,81.8811828,43.46182796,46.05450269,30.80860215,35.70053763,11.16451613,38.99516129,42.2680914
PIM2,267.4525269,262.3950269,281.6349462,487.658871,375.9968817,300.5664516,264.1067204,378.7053763,206.661828,469.8551075,182.3051075,228.9403226,190.1650538,185.5377688,168.6830376,275.0331989,235.244086,360.9862903,144.9422043,176.8615591,244.7575269,227.9263441,275.319086,285.6965054,261.4543011,191.0424078
SKI,46.52483871,33.59594086,25.53607527,40.04942082,11.16129032,40.53121352,42.47556068,33.8483871,9.929032258,47.66129032,52.42244624,18.11518817,10.86860215,12.73870968,34.28731183,25.48198925,19.25016129,27.86864247,7.706182796,32.76973118,44.46401882,48.92997312,37.96327957,9.633870968,45.83193548,34.16666667
EDNRB,18.32688172,35.33994624,42.43793011,14.34166667,40.45739247,33.8483871,36.70591398,31.67107527,29.81274194,34.61693548,31.74677419,23.31236559,35.76731183,41.66817204,19.29333333,16.87150538,36.61322581,37.26321813,36.19516129,30.60284946,41.64119048,28.21236559,32.43763441,21.32096774,47.43612903,40.24026882
LGALS4,84.33978495,77.31424731,110.9655914,115.1601075,99.02150538,113.7370968,93.27204301,100.1467742,121.2577688,114.4397849,104.9803763,136.6340246,112.0586559,145.8490591,102.7771505,127.9346774,74.06071429,63.81946237,108.5893817,64.14521505,101.8225806,87.79139785,92.90053764,95.7344086,80.53145161,72.03642473
EBAG9,6.716129032,30.46274962,38.79526882,8.724014337,17.00129032,6.159139785,25.34038979,38.96827957,20.92185484,46.08844086,5.706451613,29.86653226,51.77682412,19.40483871,112.253414,21.05698925,81.75091398,53.18126344,71.5186828,61.20766129,30.67204301,67.32916667,43.96989247,92.72238863,61.94892473,50.35349462
CAPN15,76.42150538,151.1665323,49.22158602,82.83989247,84.01505376,35.30758065,72.50268817,41.02857527,59.16397849,89.94258685,61.37607527,87.55508065,30.43860215,49.4827957,35.20967742,35.35913978,30.07801075,78.24806452,59.38038402,34.4014977,79.25961022,52.7422043,47.60636329,60.45725806,34.85764785,34.50801075
PSMB9,1104.741935,633.9513441,1303.976882,752.8795699,1024.282312,1236.51957,858.4201285,1493.419283,1289.575806,1029.060663,818.1653226,593.4424731,724.0956989,772.2032258,803.7850538,1016.675538,1348.082527,1151.106989,1104.741935,1257.116129,1104.741935,883.9921147,1537.757258,695.1505376,934.5456989,788.1091398
RGS14,58.3247043,55.47150538,88.72284946,64.05461022,33.77056452,97.20301075,92.50322581,96.07845622,120.7602151,102.6119816,124.8178763,90.1977957,88.19926075,111.5045699,97.71438172,86.63392473,115.2258065,48.63446237,79.14516129,91.06586021,96.81674731,94.35537634,70.50107527,94.2605914,107.7032258,82.92392473
TEAD4,26.43763441,45.42553763,24.40010753,40.78682796,28.60494624,15.34827957,34.02983871,15.6438172,12.84677419,48.5437596,52.42244624,47.65967742,38.05551075,24.63924731,15.35698925,27.44314516,14.87688172,24.73951613,35.34451613,36.20110215,16.69375,27.005,33.6938172,18.90067204,26.28145161,28.03494624
FARS2,87.60456989,107.3274155,91.36612903,65.72204301,59.03709677,97.51983871,89.02752068,66.31080645,103.2205376,54.21236559,66.03467742,54.70268817,75.86344086,64.73763441,57.20362903,74.31939324,64.49043011,46.15295699,72.87258065,91.83844086,71.23276882,58.18575269,46.22956989,78.21970046,79.95510753,72.08010753
PPP1R3C,11.32849462,13.21182796,5.538709677,30.49768817,12.29258065,11.64919355,7.417741935,4.112903226,5.070967742,8.548924731,3.864516129,28.79647849,9.948924731,5.761290323,3.980645161,3.880645161,5.021505376,6.808064516,16.71599462,16.73467742,3.357526882,8.748924731,3.766129032,17.76706989,10.5072043,11.12795699
PMAIP1,2.343548387,5.922043011,3.637096774,32.83946237,9.42016129,8.522311828,4.49811828,8.922580645,5.44516129,6.751612903,3.673655914,12.55,3.135483871,2.798387097,63.62698925,6.298387097,64.16524194,26.39300691,5.630645161,39.05754992,7.040322581,43.23276882,18.38951613,11.61989247,39.65715054,12.04408602
SYNGR1,122.2508065,136.0648387,77.16344086,163.0462366,116.433871,96.42526882,143.0892473,85.89311828,139.6950269,121.3545699,98.31758065,140.2322581,101.3537634,113.6034946,93.79739247,125.4266129,90.80626344,79.85005376,85.21747312,94.38709677,118.2288172,87.49736559,96.625,91.00967742,106.5301075,90.68147849
SORBS2,65.80833333,58.55510753,29.86653226,26.45967742,36.97430108,21.09301075,17.2702957,52.58252688,27.57123656,44.98827957,15.79193548,13.28709677,18.8533871,13.41747312,33.4344086,34.60604839,23.43462366,12.79731183,26.24569892,49.43376344,20.92892473,34.65922043,19.14163979,39.72741935,37.84668459,32.36741935
ALDH6A1,71.45075269,48.73435484,74.73698925,81.05064516,58.97790323,65.81833333,57.26505376,57.45935484,62.87193548,68.46876344,55.55268817,55.33709677,63.94602151,58.20360215,53.83935484,60.86478495,67.38446237,43.81086022,67.96545699,43.33268817,60.46459677,56.29951613,48.52155914,66.21989247,54.29860215,56.26545699
ZNF518A,18.6311828,15.58155914,57.35150538,68.85833333,64.0255914,52.69650538,27.30260753,29.5,31.17365591,23.50505376,31.15677419,33.10551843,18.65896697,21.47473118,53.92478495,32.2094086,55.20107527,29.28870968,20.90228495,29.38830645,58.0997043,50.86298387,49.69973118,32.55336022,60.16169355,33.18341014
STK11,49.17949658,24.04645161,48.15736559,34.32477273,30.37513441,31.57158358,25.51457373,48.64215054,74.69392473,43.90082181,34.65922043,18.11518817,34.76913979,84.77741935,27.07647849,21.61747312,68.98741935,26.80696237,24.1494086,26.69731183,23.77486559,24.36021505,22.65322581,58.62231183,25.96935484,20.8402957
SGSH,78.38682796,47.58989247,58.01612903,58.41145161,53.18833333,60.65385561,90.47642473,65.28158602,57.1213172,78.03467742,74.96424731,65.58360215,77.42419355,29.37287634,39.50319892,36.64206605,50.70376344,46.05450269,48.10784946,31.5905914,45.37923963,61.31946237,31.58091398,43.65486559,46.90461877,37.73741935
AMT,181.1483871,94.65860215,150.850448,388.788172,299.9956989,146.7658602,141.4746774,151.6455645,170.5997312,67.98145161,149.0481183,102.8606493,150.7196237,101.3537634,84.09145161,126.4027573,40.0177957,74.86290323,111.978871,161.4376344,138.3865591,53.73505376,138.3010753,108.3466398,51.07373656,111.6564516
SURF1,125.934543,189.3782796,191.3537634,37.04959677,50.55299283,119.2165591,88.64064516,132.8225806,124.6602151,142.7070968,152.9500717,216.5147849,172.9696237,118.9643011,121.8924731,89.13860215,160.1272043,126.7042473,117.3623656,134.0362903,117.6241935,99.80806452,119.5950538,132.3167473,140.8777419,101.127957
PIK3C3,78.01956989,99.56494624,100.1784946,166.281362,87.1077957,116.5662366,114.2617204,112.5741129,104.9431452,144.8147081,62.48978495,100.3906452,90.44892473,76.76021505,118.0290323,145.5021505,96.95215054,111.575672,103.9125807,130.4154673,119.5950538,114.1413978,97.65282258,94.99314516,114.8540323,113.2090054
LOX,19.3,20.16854839,17.30967742,24.82862903,63.51185484,28.08135177,8.961827957,35.60811828,21.42903226,23.67827957,32.65811828,13.85766129,14.95860215,23.71612903,30.39032258,18.65896697,21.06827957,22.05591398,12.15268817,11.73978495,35.28521505,36.17037634,42.63133641,25.83951613,31.82534946,15.78709677
SRSF10,43.51983871,46.63260753,54.07655914,30.63532258,41.32026882,54.27876344,49.3961828,69.04902458,27.32177419,49.79293011,44.30645161,60.34637097,53.13467742,52.52543011,120.8001344,65.93951613,97.99419355,88.67879032,92.4811828,97.29537635,77.73715054,79.07607527,103.9962366,82.47948925,104.2212366,85.29586021
GATB,23.95709677,51.68107527,27.71370968,70.61774194,24.19946237,22.11653226,19.84489247,28.15322581,11.00107527,42.63677419,9.458602151,16.96774194,34.05524194,24.42212366,37.35967742,21.05698925,11.9327957,17.82365591,12.22795699,49.57650538,16.16115591,33.75322581,13.51061828,15.07486559,44.72043011,19.37137097
KBTBD11,31.60241935,333.3403226,111.2834409,177.3955645,121.3927151,183.8262366,80.29241935,119.5806452,39.37892473,70.02419355,90.47642473,142.416129,10.03629032,107.4442204,104.0598925,37.41814516,95.69462366,98.01478495,126.6467742,53.44693548,141.1603226,69.80387097,93.62553763,201.8069892,27.37365591,168.8448387
CTIF,152.8647849,150.282043,116.8426075,54.58091398,199.6835215,71.67551075,104.9298387,127.5645161,116.075,133.3241935,80.43630376,105.3306452,176.6841398,115.6992473,47.54879032,109.318172,89.30768817,104.2080645,76.88991935,141.4936559,76.08534355,94.9516129,98.83682796,115.9869355,55.27634409,93.90497312
PROM1,9.301317204,55.18064516,56.46397849,12.02486559,84.37322581,32.27602151,40.18801075,51.54102151,36.17037634,69.00134409,60.35672043,40.11851254,49.66034946,13.97392473,65.15026882,56.43790323,37.74822581,41.76388633,28.94129032,40.97366743,72.6172043,35.10752688,56.69032258,72.37069892,55.07989247,36.45344086
MIPEP,14.87688172,13.4655914,13.28172043,15.33064516,9.941532258,9.719623656,12.0708871,13.93655914,8.30483871,11.92526882,12.95698925,11.06209677,14.70698925,9.369354839,36.38897849,12.5391129,14.82432796,14.34354839,11.51908602,7.362903226,10.41129032,16.48064516,8.1,9.948924731,12.62930108,9.817741935
CD151,20.38494624,36.50170507,16.22002688,14.29139785,24.38615591,16.97526882,16.48225806,13.48561828,12.5391129,20.12163979,24.91346774,9.776344086,16.63870968,10.05403226,11.07903226,15.27419355,10.95430108,11.61061828,19.95510753,12.81236559,14.56344086,14.84731183,12.89569892,7.553225806,9.34811828,9.911612903
TECPR2,150.0384409,100.7973118,203.8962097,193.3669355,113.4655914,154.8862903,186.8080645,201.0944892,203.633871,191.000192,216.5638441,187.2538979,165.4790323,242.1760753,118.3336022,170.2209677,135.4126551,78.88370968,137.6516129,153.4195823,171.904262,118.0290323,205.5384409,226.9328763,129.3384409,125.0959677
CYP11A1,52.59236559,4.462903226,60.47741935,50.57935484,89.78153226,34.85764785,14.26451613,12.6047043,55.27634409,35.65814516,59.26612903,47.52365591,9.449462366,15.45811828,39.57177419,39.21201613,15.23413979,31.49043011,4.6,45.75752688,49.46666667,3.296236559,14.00188172,54.47198925,35.55456989,63.79163979
NPR2,45.16236559,57.16849462,22.10954301,20.11344086,59.28951613,61.47333333,72.92365591,46.45424731,46.92922043,56.45096774,58.74295699,23.90215054,12.39537634,10.82110215,32.74919355,38.73074117,24.03669355,37.05873656,50.17822581,24.80376344,48.5663172,16.48064516,28.50241935,22.03252688,14.15564516,32.77822581
ATP1B2,220.6674731,116.1443548,84.56787634,53.42747312,160.4550538,108.3872312,94.07,70.70349462,58.69704301,41.93010753,52.30223118,18.22177419,110.6113979,56.47365591,51.89650538,115.4561022,51.67225806,96.20860215,35.45225806,124.7856183,27.17072581,71.71236559,51.68107527,78.28645161,34.74266129,145.7681452
CREB1,57.32163979,81.6044086,51.71021505,55.74193548,67.36521505,68.23639785,59.19061828,127.5435484,74.7516129,102.2596774,132.1903226,183.9822581,107.1233871,126.6736559,127.5645161,92.25591398,63.79163979,83.56801075,79.91166667,72.39419355,80.06612903,67.16564516,126.0994624,87.96303763,133.2596774,102.6119816
GTSE1,392.8715054,245.9860215,180.738172,286.5776882,338.1318817,227.7532258,286.0201613,208.1005376,221.0550538,329.2217742,282.3236559,236.8905914,234.816129,280.7752688,187.4986559,234.2846774,136.6134409,236.7607527,204.7642473,181.2634946,193.2946237,188.959879,187.3887097,199.9548387,223.1653226,189.7927419
RGS10,210.2672043,357.9125,169.8021505,182.1564516,192.3073118,211.4097019,202.7241935,145.3950269,168.7171505,147.205914,151.1919355,196.6419355,135.0013441,166.642957,136.2403226,173.2305914,152.0537097,135.6405645,179.6991935,211.4505865,156.4653226,166.3314516,144.1709677,216.0599462,156.0058064,192.8016956
TRMU,43.98653226,70.20978495,25.53607527,33.55301075,50.09177419,19.28172043,62.55478495,35.98537634,9.516666667,20.53723118,46.03475806,20.18048387,30.68561828,45.70086021,16.25645161,13.06171275,25.45827957,26.06532258,35.39450461,24.43158602,26.11370968,9.956451613,22.76263441,34.00827957,21.02557604,13.69973118
COL11A1,11.72956989,17.91975806,8.316935484,16.60080645,36.60199693,19.94516129,6.120967742,32.62016129,12.42983871,11.44233871,31.82534946,16.59677419,47.09860215,15.70193548,31.02795699,3.94516129,10.13324373,9.814784946,26.20026882,9.489650538,30.6144086,7.614516129,19.14163979,15.90483871,16.21129032,19.29061828
NEO1,66.18091398,14.23467742,56.30728495,5.818817204,93.9774359,87.73387097,60.04354839,15.99825269,7.149193548,58.03709677,33.01589862,102.8606493,68.9027957,54.62258065,70.07634409,35.46301075,34.58935484,57.575,37.96580645,33.11125192,19.01451613,30.68844086,32.13634409,39.98747312,38.37602151,46.48112903
GOLIM4,14.09892473,18.50685484,6.908064516,14.2655914,18.23037634,8.116666667,7.561827957,9.068817204,6.016129032,9.832258065,19.48602151,13.44946237,15.30887097,22.13384409,6.28844086,6.238709677,6.40577957,7.640430108,13.72701613,12.17114695,5.666397849,6.011290323,28.94129032,6.63172043,6.787634409,15.25188172
NF1P9,33.22956989,20.89596774,31.34959677,39.97510753,36.87822581,30.7141129,31.49043011,36.5752957,38.19233871,39.50319892,29.91924731,34.2141129,31.97128136,28.96458909,37.62930108,37.35112903,33.31081029,24.24206989,28.23723118,26.9783679,36.88252688,28.31303763,32.7516129,31.49043011,30.74432796,29.85336022
MT1X,394.4395161,37.30997312,139.7302419,20.91478495,35.51155914,184.1964158,56.08682796,242.2323925,155.9356452,126.2569892,123.2189516,69.67032258,148.5827957,149.6879032,120.7312903,84.32916667,122.9759409,162.7054301,63.86774194,90.25329818,103.2293817,131.6991935,212.2806452,129.1354839,73.23405914,108.2547353
ZNF202,97.30537634,54.93584229,62.45913979,80.04892473,55.09583333,55.89142473,52.97849462,60.28354839,56.90048387,54.76795699,50.18172043,47.94642857,65.19856631,45.48473118,55.09139785,78.92387097,60.60306452,44.79360215,40.92459677,68.32422043,43.94126344,65.06258065,27.65672043,62.62688172,65.95584988,52.18051075
TMC6,337.1493088,179.7778495,92.02231183,209.3083871,168.3096774,149.8943548,155.630914,133.9715054,182.75,160.6855914,200.9626344,155.1134409,212.0123656,190.8639785,100.0557604,149.647043,131.9416667,119.7088172,126.1112903,123.7218817,138.834543,115.9700134,117.3446237,99.00478495,143.1541398,129.6256989
MRPS12,67.81370968,44.38989247,47.25967742,75.33306452,61.72526882,56.09677419,58.42284946,54.67715054,73.83602151,66.49731183,50.37602151,69.00134409,47.09860215,64.69650538,50.78209677,58.84460573,59.07580645,64.64505376,58.68763441,44.73639785,41.38663979,42.49784946,54.36384409,61.80295699,54.13091398,68.71413978
AGA,61.47333333,81.40698925,65.49610215,23.06733871,69.02456989,84.2030914,108.8478495,115.0021505,67.34650538,49.80677419,73.30233871,96.9905914,81.01182796,55.16432796,106.2569892,87.02016129,96.73010753,101.7448925,84.25016129,78.56196237,87.23655914,77.02459677,98.01478495,78.06827957,88.81311828,109.0642473
KLF7,247.8077957,299.712308,482.8354839,623.727957,277.1408602,393.3145161,403.2873656,361.5053763,535.4452957,447.8413979,450.4760753,455.4887097,440.9196237,438.9518817,315.4427419,471.2352419,252.3010753,283.7011751,361.8722141,335.5438172,396.0793548,332.4947581,264.5849462,378.7053763,342.3089247,273.9607527
CCDC94,31.85295699,13.8061828,10.77137097,7.735483871,5.178494624,22.48064516,13.20168971,8.284677419,8.269354839,11.09408602,7.683333333,9.311827957,25.79596774,24.42212366,5.178494624,12.04247312,8.128494624,12.72204301,21.32473118,9.20688172,5.472311828,8.474193548,5.37311828,8.926881721,8.474193548,62.89502688
RGS19,209.466129,102.7212903,248.2763441,329.7653226,131.6296319,417.077957,340.8489247,442.4989247,655.6553763,240.4706989,423.3475422,560.3865591,220.3464516,409.2484946,367.6956989,332.854086,285.6965054,252.6747312,342.4305376,376.1244086,401.4649194,337.9836828,430.0129032,283.4053763,401.8978495,265.1438172
RGS4,28.08720814,21.70833333,16.0188172,26.30967742,17.13817204,35.33994624,16.95215054,20.78548387,34.38521505,39.57177419,43.28579877,10.50376344,27.7733871,34.51344086,9.989247312,33.84086022,23.5833871,23.70537634,30.29498208,26.04462366,28.21236559,21.49086022,12.29731183,18.32352151,22.93475806,13.57795699
TMEM187,58.25284946,11.82741935,94.41532258,50.57935484,14.18817204,8.638978495,25.38096774,11.3406586,32.93262289,6.008870968,72.16811828,46.88792522,43.85537634,67.69096774,10.5811828,5.510752688,51.30897849,20.88629032,57.56801075,47.40908602,12.43844086,49.24272849,8.844354839,61.91172043,64.06666667,9.989247312
TRIM16,194.6822581,147.5777688,124.5629032,197.3960753,162.9886021,120.8400269,88.56989247,91.46043011,88.17311828,206.7817204,135.6596237,114.5156452,125.5854839,128.0202957,73.19354839,100.1255376,67.98145161,124.7856183,108.9814516,115.7575269,120.2583333,55.40003072,92.05193548,89.39634408,100.3642473,133.7978495
SLC25A24,71.87989247,4.006451613,39.125,39.85244624,30.92028034,42.4427957,33.02953149,6.769354839,25.02741935,32.21666667,7.024193548,55.94784946,5.353225806,55.22715054,127.6834677,56.74236559,262.5650538,177.1706989,95.94104839,247.8711022,64.40107527,218.1198925,129.9064516,73.87217742,78.53924731,97.18623656
ABCA3,44.81967742,56.44443548,18.88655914,21.04583333,11.92177419,65.13162442,19.46397849,9.511021505,52.45860215,22.30134409,67.79919355,16.73467742,70.52005376,73.49102151,11.52311828,20.18048387,22.57080645,66.59016129,29.25080645,63.28763441,30.07400538,65.72424731,12.99905914,4.553629032,22.31229839,17.02526882
SEC23A,11.32849462,17.35053763,30.81456989,6.834408602,12.29258065,24.34569892,17.9875,20.1172043,9.210752688,5.706451613,19.31075653,15.19852151,13.03387097,6.852258065,52.6269086,28.15591398,89.87301075,62.84685484,39.9483871,55.44706989,31.16166667,67.32916667,39.87300307,47.77607527,42.05994624,29.0077957
COL16A1,22.79650538,65.03387097,8.380376344,41.77709677,211.2795699,48.24395161,58.82258065,34.93344086,26.23548387,8.548924731,14.54408602,33.74287634,38.57121736,11.12419355,11.96021505,9.107526882,8.128494624,61.02849462,22.4711828,59.11174731,49.79736559,19.38091398,34.3672043,31.0788172,12.70752688,15.41989247
RASSF1,22.33897849,30.84957641,141.5741935,77.85793011,42.67123656,79.01905914,126.5297849,122.0483871,60.75822581,160.2016667,132.0887097,101.2614516,177.4538978,136.218414,72.47768817,70.12058372,138.6740054,152.8852151,51.12682796,36.86032258,57.32163979,84.87400744,92.73026114,110.9341398,69.94274194,41.61182796
LOC100507855,29.25336022,42.51672043,42.76169355,27.16021505,67.43376344,28.68145161,16.1125,50.83333333,23.47658602,19.60215054,26.79166667,53.63263441,51.8438172,61.70247312,42.44808756,33.09451613,23.50790323,37.68016129,32.11443932,66.91473118,46.66723118,56.98967742,36.18634409,33.93870968,42.21032258,42.58568356
MED7,41.26822581,55.27204301,46.37446237,49.17949658,117.2977688,54.58978495,75.16008065,90.22688172,35.155,99.97468983,53.19583333,10.22096774,13.18091398,35.49930108,76.94983871,30.65833333,64.83188172,101.8526882,70.35094086,56.025,58.43709677,28.93556452,43.10793011,93.41505376,100.4537634,40.12521505
S100P,243.1766129,287.4225806,15.37768817,152.6501613,398.2930108,146.177957,549.413172,262.8813441,495.0252688,365.5032258,111.5629032,355.3591398,24.34110215,537.2120968,582.9508065,326.5028495,433.5905914,447.2155914,17.15672043,651.4239247,570.7644009,450.9056452,470.4577957,603.6324731,686.7605376,237.4950269
TRAF5,11.05241935,75.47983871,56.30728495,5.232258065,11.92177419,95.91481183,54.13091398,70.47016129,32.05403226,35.74188172,85.08548387,109.9966667,85.20008065,52.50629032,176.8295699,76.88991935,164.7456989,108.5051075,54.89365591,85.18180108,66.20403226,88.15967742,81.80091398,109.5021505,56.70145161,115.3091936
POT1,58.3127957,63.15241935,59.01370968,96.76532258,29.18333333,44.72043011,57.37096774,47.91451613,55.5953917,85.99731183,70.00247312,60.04354839,41.73473118,26.36306452,75.94075269,47.60636329,79.5311828,68.11704301,86.71037634,93.22284946,71.39069892,74.14784946,54.62905914,66.36666667,73.13349462,55.6125
DHX30,128.3555108,151.0730376,151.7403226,137.1494624,160.036828,181.4751613,141.9793011,119.0295968,145.6607527,126.8142473,134.6243011,66.17271505,105.6448925,83.87795699,80.73924731,84.43763441,116.9269024,102.4647849,132.7935484,91.5705914,117.4829032,94.41532258,72.84946237,96.52325269,94.29112903,123.786828
LIMK1,57.76268817,95.71962366,14.37924731,15.47822581,56.25483871,43.86209677,40.28153226,15.61612903,38.52322581,45.58227151,54.13091398,29.01962366,32.08655914,28.07231183,19.19811828,39.58502688,19.25698925,21.82688172,29.43172043,40.49806452,33.31081029,37.31370968,32.55336022,35.46301075,55.79005376,37.97040323
LOC100506718,8.265322581,19.62962366,26.05376344,18.19731183,33.95684588,35.42333333,9.280645161,26.50090054,18.53225806,8.347311828,33.25489247,39.59596774,52.1308871,26.0016129,25.75806452,14.63360215,30.61800179,28.37392473,22.89112903,12.87096774,28.51935484,24.77204301,21.71223118,35.33994624,17.06494624,29.71908602
NAGLU,62.71166667,90.35739247,37.35540323,91.36612903,99.94091398,70.30994624,48.97655914,45.31032258,25.38096774,12.26075269,25.49489247,61.24021505,23.95709677,11.31451613,32.43763441,45.57424731,54.51354839,50.06424731,25.36182796,35.23120968,49.25752688,23.74354839,39.72994624,60.06344086,32.49602151,37.97040323
SKAP2,90.89357527,89.30768817,190.2898056,112.7587097,91.53849462,103.1461828,174.7628495,167.9396774,187.6994624,78.7133871,131.2554301,165.6774155,135.7354301,176.736828,178.4031183,213.0083065,191.1867742,124.4380645,198.3377957,210.7267742,217.6958065,191.4296774,171.3022043,222.1404301,172.8476882,199.7409677
F3,6.532258065,3.652150538,4.124193548,6.862096774,5.758870968,3.289247312,5.455645161,4.585483871,3.75483871,5.288172043,12.28876344,7.025537634,7.113548387,10.47258065,3.166666667,9.330645161,3.924193548,4.458064516,8.328763441,5.780645161,6.19516129,7.277419355,4.141935484,4.553629032,5.080645161,7.635483871
