,normal_1,normal_2,normal_3,normal_4,normal_5,normal_6,normal_7,normal_8,normal_9,normal_10,normal_11,normal_12,normal_13,normal_14,symptomatic_1,symptomatic_2,symptomatic_3,symptomatic_4,symptomatic_5,symptomatic_6,symptomatic_7,symptomatic_8,symptomatic_9,symptomatic_10,symptomatic_11,symptomatic_12
SND1-IT1,12.82795699,96.51317204,92.8097043,17.19018817,62.66879032,121.5875134,11.3327957,69.98790323,62.14408602,60.40726767,81.52403226,147.3144777,26.62083333,113.0283871,21.41666667,96.38521505,14.82432796,41.15158602,6.118010753,47.93688556,19.54903226,9.173655914,83.76115591,38.13557028,8.714516129,87.42204301
NLRP1,89.5827957,98.67258064,150.0384409,141.558871,42.2611828,150.6489247,134.6243011,151.7225806,217.8967204,151.5233871,211.3688172,170.2209677,218.1198925,213.875,111.4159677,132.5102151,149.0252688,120.611586,133.2064516,101.4997312,143.473172,132.8225806,97.86021505,92.07473118,83.58580645,105.2005376
INVS,18.27274194,20.33032258,20.90860215,29.32231183,18.17795699,16.23494624,13.97701613,13.99247312,19.25357527,45.03247312,25.36182796,16.60483871,26.62083333,23.71612903,28.99516129,10.65419355,17.25967742,23.42956989,20.83064516,5.531182796,17.65107527,37.00056452,24.8188172,19.9188172,24.31747312,20.31639785
RPL39L,4.308064516,6.376747312,20.85860215,5.613172043,10.36532258,5.075,6.120967742,2.977956989,26.56634409,6.288172043,7.817876344,10.93064516,10.57150538,2.424193548,6.103763441,3.357526882,8.339784946,10.02150538,7.024193548,5.082795699,4.109677419,6.658870968,3.426075269,2.758602151,6.610215054,3.764784946
SH2D1A,47.11209677,26.4327957,53.00524194,29.68252688,58.00139785,28.13884409,65.3122043,37.02599462,64.57123656,66.51317204,35.35913978,24.59596774,15.73454301,35.92956989,109.9966667,54.46790323,100.901778,124.4071505,102.9195161,111.978871,81.51424731,100.7973118,55.00422043,76.61968126,80.38922043,77.64919355
SPAG1,26.5911828,17.0094086,41.29435484,5.306451613,30.92028034,40.74706221,38.63763441,27.64879032,32.78006272,34.66451613,30.11229839,40.62002688,36.10612903,1.793548387,43.10793011,35.35913978,44.45021505,28.92096774,32.87123656,50.1556586,42.59292243,46.87139785,53.72787634,25.75182796,52.23763441,22.87793011
KCNJ15,360.9862903,470.9604839,509.6913978,305.1923118,284.0112903,360.1284946,538.1986559,700.758871,880.9739247,258.5447312,391.6201613,493.5196237,408.8002688,825.3217742,406.8760753,776.4545699,486.347043,420.2,536.0591398,798.9362366,735.2615207,495.0252688,597.3481183,729.5946237,735.2615207,573.7298387
B3GALT2,2.511290323,25.87064516,5.203225806,2.320967742,8.503225806,2.112903226,9.8,8.959408602,6.163978495,7.784274194,4.488709677,23.37284946,14.07043011,23.48252688,5.701344086,1.356451613,11.5891129,3.556451613,5.186290323,12.06438172,9.017204301,23.84594854,11.84677419,1.406451613,1.266666667,1.253225806
PRM2,9.097043011,8.62311828,5.755107527,28.19758065,27.19854839,4.979032258,6.219892473,8.719086022,4.335752688,5.390322581,4.675806452,3.426075269,3.329032258,30.79973118,4.589784946,5.385215054,4.440053763,3.75483871,5.186290323,7.262903226,3.75483871,5.333333333,6.287096774,32.79005376,15.97580645,9.714247312
LOC101930361,22.33897849,44.59580645,14.52365591,75.46263441,70.75704301,6.159139785,12.44139785,9.121102151,11.45698925,13.49274194,8.260215054,27.61926075,15.78951613,15.98849462,11.52311828,16.68637673,16.82284946,25.04569892,24.53360215,15.43349462,10.67365591,10.08494624,47.60636329,19.2686828,19.2686828,10.5811828
BANF1,205.7733871,189.1292742,162.8191398,321.3836022,72.32102151,274.111828,240.8450461,250.6403226,169.9310484,228.2723851,217.6444086,233.3806989,211.6927419,160.772043,186.3803763,141.1179839,209.047957,163.6010753,162.072043,111.4776498,153.1802419,159.7250538,87.00215054,183.5448925,179.1555914,115.5725806
RAB6B,140.6045699,148.9199462,108.1736559,172.9696237,101.0072581,85.50241935,131.658871,121.2703763,116.9612903,163.838172,109.9423118,144.86181,100.6403226,77.80611559,74.54569892,101.1403226,75.96290323,102.8904301,106.4080645,91.11814516,103.7974194,108.5480108,92.73026114,114.4731183,90.10282258,84.68897849
LTB4R,51.54521505,18.28548387,28.5405914,17.92177419,19.47384409,17.49569892,42.55053763,54.70268817,70.16572581,26.94782258,16.99032258,14.38790323,61.9,54.78526882,34.0433871,34.09801075,66.62930108,41.80731183,26.89458525,25.60967742,17.50376344,26.94930108,45.81115591,23.39333333,17.11021505,10.09072581
TM7SF2,9.802688172,22.12389785,37.74822581,17.80967742,48.23193548,8.77983871,60.40337942,39.67521505,20.43408602,12.2155914,61.52930108,32.62016129,23.21102151,11.68172043,16.85967742,86.43077957,23.71075269,9.055376344,14.59462366,30.85367384,50.34647849,41.82174731,7.691129032,17.88208525,21.76172043,30.02736559
EFNA3,71.23946237,16.84462366,15.90817204,24.57102151,20.38494624,13.87698925,38.93725422,11.71424731,12.01710829,15.78709677,22.47376344,10.67365591,29.45247312,11.48387097,11.17150538,11.93575269,15.57419355,10.60241935,12.32311828,27.80201613,7.232258065,9.173655914,9.520430108,7.469354839,23.73034946,15.03709677
CCL11,18.00021505,22.88723118,15.11935484,45.62795699,48.28733871,58.41715054,56.24086022,8.821774194,9.563978495,66.21196237,75.93215054,57.67634409,21.26160522,61.12794739,23.59408602,49.0280914,19.04986559,7.2125,61.73419355,37.30217742,68.97822581,54.00430108,42.67123656,55.45408602,53.2122043,36.24804147
RGS20,58.7988172,44.87827957,14.83870968,10.53790323,33.68346774,5.66827957,7.494892473,11.3406586,7.49905914,5.177419355,17.32365591,7.262903226,48.60209677,5.118817204,29.24623656,40.09907834,34.29967742,21.2811828,7.274193548,4.772580645,45.0268126,7.277419355,5.265860215,14.8038172,5.194086022,5.070967742
PMP22,30.32384409,45.53516129,13.77967742,60.49021505,44.60814516,11.17526882,45.05349462,19.95510753,41.92397849,16.46439068,81.52403226,89.63607527,44.00819892,6.205645161,7.322849462,8.108333333,54.55892857,17.91975806,64.24422043,39.7634319,44.8547043,38.45349462,15.05774194,56.12365591,31.98817204,32.26370968
CST7,270.6172043,458.1274194,340.2591398,254.0602151,365.1409677,413.0696237,518.5575269,496.9620968,433.0150538,467.8193011,801.836828,559.4811828,529.6637097,437.1782258,294.6048387,424.8043011,387.5736559,841.3102151,509.6913978,200.7877419,515.7349462,244.57689,232.2129032,337.5547312,272.1967742,238.8913978
INHA,143.2430108,264.2889247,81.08091398,228.2139345,262.4637097,75.50551075,209.3083871,106.8419355,140.1404839,107.5110215,80.43630376,81.07311828,85.29586021,9.953225806,93.03629032,131.0604839,79.33532258,156.0922043,128.1149731,125.3518548,130.9862903,86.88698925,108.283871,94.02534946,115.2952688,78.34032258
ANXA10,115.4887097,70.71182796,51.04233871,132.1086022,92.45954301,17.89489247,73.58526882,61.10951613,12.5391129,74.62241935,19.70010753,3.750537634,16.63870968,10.93010753,13.64032258,53.98817204,48.13181004,37.6327957,36.26306452,19.30368664,47.32709677,60.57043011,62.10430108,44.99677419,110.3786022,76.03403226
PLA2G4A,3.238709677,12.23091398,20.47016129,19.46626344,27.2983871,11.76693548,13.1016129,11.82741935,15.48682796,39.21913978,17.11021505,22.37903226,37.90016129,26.97227535,40.48341398,16.60483871,50.43013441,22.00591398,21.69516129,32.76973118,32.81387097,35.2390233,34.3672043,15.17349462,23.10456989,37.97040323
ART3,62.20524194,53.91387097,38.28158602,69.5755914,66.3191129,79.81338326,40.04489247,59.54623656,69.82596774,32.60510753,16.21673387,39.84425464,10.7688172,49.08891129,45.94360215,52.23763441,40.0177957,39.73774194,48.10784946,32.76973118,53.36790323,30.31145161,46.80860215,45.98650538,42.16946237,27.39798387
ATP5H,374.4981183,366.3708333,565.5693548,305.1923118,505.1976575,301.9096774,186.2001882,426.658871,288.0010753,339.9975806,357.0271505,344.0994624,439.8974194,288.203871,281.2734716,348.1459677,385.3860215,369.0770039,295.3492962,350.913172,335.1700391,273.6930108,253.1415323,327.8380376,282.6403226,457.0766129
LAMA5,11.23956989,36.25733871,62.45913979,21.14354839,75.98681452,14.67569892,18.78252688,30.75575269,33.73602151,26.69150538,70.64905914,25.02387097,14.95860215,27.57561828,20.09086022,31.06612903,20.37943548,25.26557348,33.68346774,31.68394009,18.63870968,30.31145161,12.1672043,71.1644086,28.00370584,23.0530914
DYRK3,55.16432796,32.78006272,35.71397849,32.71424731,14.54408602,39.95282258,35.63252688,69.76946237,39.50989247,40.67327957,11.2811828,12.82258065,18.45521505,36.37397849,65.26612903,14.76451613,29.73569893,34.09801075,21.8766129,69.00895161,85.19155914,65.66311828,50.03373656,39.70591398,43.97553763,69.72158602
LILRB4,133.4781989,85.49301075,86.10672043,142.0833333,174.5043011,78.70513441,55.49074885,95.4394086,107.8555108,127.9688172,53.41204301,52.45370968,130.1222043,110.0616935,60.84166667,131.8403226,61.34126344,42.37751955,48.73435484,89.87301075,65.42069892,78.24806452,87.12204301,19.46626344,81.02166667,100.1551075
MYOC,88.84196237,196.3594892,51.9066129,136.7390054,193.3307796,109.7860215,72.60258065,116.6897022,130.6247312,111.8611828,75.46263441,73.42607527,96.31715054,85.41637097,76.02373656,120.8818548,61.42345209,61.64462366,104.2080645,117.7124194,117.124424,104.2080645,72.93682796,89.29524194,24.19005376,75.29629032
URI1,19.46854839,13.75887097,46.25971582,25.13826805,14.18817204,48.80532258,16.42602151,25.73010753,15.10967742,58.19467742,29.25591398,44.51406554,18.05913979,25.71610215,84.60080645,33.58817204,69.86801075,81.27639785,72.31666667,74.52526882,33.36193548,79.95510753,47.29814132,62.3669086,42.69553763,82.30483871
ERCC4,22.55268817,10.93064516,13.6,8.339784946,20.38494624,14.19247312,17.40548387,37.79354839,112.7107527,20.89596774,11.73333333,95.23877112,32.12956989,15.21048387,9.241577061,13.33397849,11.26747312,41.26602151,18.15033602,8.944247312,17.60067204,10.34435484,28.1055914,10.2155914,12.81021505,22.64610215
PAFAH1B2,77.4933871,52.51397849,70.87795699,127.3616667,46.82096774,87.45860215,116.2577957,71.68876344,68.60376344,66.09879032,49.2088172,65.4136828,104.6121774,108.7986559,76.12665426,62.3108871,78.95134409,80.52231183,50.12397849,39.12930108,97.82150538,68.12994624,77.08064516,54.04193548,62.51264209,92.54016129
CXCL11,24.29623656,28.48723118,17.46733871,17.75568356,37.26774194,4.589784946,27.49018817,12.72204301,15.89677419,20.64892473,23.81079301,7.567741935,15.88655914,8.797580645,10.14077061,17.12123656,10.5172043,13.06607143,7.024193548,5.462903226,20.70672043,20.37392473,10.89892473,4.672580645,19.40376344,24.40532258
GZMB,514.2413978,232.7518817,539.5702151,500.4123656,515.7349462,691.6131183,660.4980108,345.3158602,456.0483871,446.1760215,1120.72724,686.1752151,635.7195699,523.9825269,299.0723118,496.9620968,478.1647849,2051.561022,1033.848925,437.7561828,439.8974194,394.5994624,566.6913441,386.6228495,458.1274194,313.5278495
DNASE1,12.35013441,4.77688172,8.511290323,14.07446237,9.374731183,6.159139785,14.1155914,10.78655914,5.390322581,8.767741935,6.803763441,8.46344086,4.751612903,6.464516129,9.241577061,15.27419355,4.636290323,4.54516129,5.443548387,10.10833333,10.95591398,5.021505376,6.687365591,5.443548387,6.72311828,4.994354839
TLR5,213.6250806,130.5794086,162.3486559,182.722043,174.6797043,178.8997312,154.4016129,175.8637097,116.4981644,76.22811828,192.3073118,189.2008065,192.5827957,221.4567082,128.7369107,173.1537634,127.1672043,144.9641129,161.6923387,208.0228495,169.1682796,178.6379032,165.311129,179.0193548,210.9142473,140.197043
TEF,21.21021505,27.52903226,15.03333333,70.33454301,25.30456989,21.05107527,23.57392473,15.76451613,9.968817204,12.52876344,20.06521505,21.55134409,18.71935484,16.55564516,15.61612903,16.24784946,14.67569892,11.01989247,15.55752688,10.85349462,16.6672043,21.09301075,19.42956989,8.586344086,15.57672043,8.507258065
C6,101.2747312,59.58516129,78.37483871,265.5225806,162.072043,50.32016129,86.75282258,95.54107527,61.96005376,87.60456989,24.59919355,83.41086022,31.77056452,33.20510753,54.16182796,48.55134409,47.36880952,77.93946237,65.8494086,49.39271505,116.8757527,82.50005376,38.50049923,67.0327957,70.83284946,61.83513441
SEC14L5,126.9327957,89.76572581,111.7060215,119.7745968,61.5755914,82.00448925,89.24817204,81.24634409,79.85005376,80.89456989,142.1834677,76.80607527,69.67032258,121.3134409,68.23639785,89.33529186,75.15483871,98.18709678,65.12588326,59.20344086,92.7561828,82.29193548,76.96956989,86.16172043,89.23225806,84.16034946
PTPRJ,50.30201613,106.5415323,67.34650538,101.7037634,72.90900154,83.77091398,72.04327957,75.49784946,75.15239247,78.07741936,59.04962366,73.34516129,54.58978495,45.38548387,63.91774194,77.67833333,59.35091782,72.49489247,74.06852919,68.12387097,87.02016129,63.89005376,41.50805108,53.95408602,64.06666667,55.00924731
GCFC2,42.81075269,26.76537634,38.79526882,52.86155914,50.44244624,38.37602151,24.31935484,38.81876344,46.26958141,42.73454301,52.04311828,34.32477273,22.37715054,58.87387097,44.05102151,41.22231183,42.98575269,25.41747312,46.1333871,45.01344086,46.53217742,35.45225806,21.89865591,51.38592131,37.43528226,31.37392473
TLR1,128.5705108,184.3732796,280.9252688,115.740937,212.0123656,260.6526882,173.9172581,374.8591398,333.9924731,154.4451613,246.4201613,312.9186518,236.9474731,326.1826613,496.9620968,402.577957,386.1123656,307.3849462,470.4577957,553.7090937,496.2604301,414.4344086,539.5702151,447.2155914,489.3370968,312.0209677
TRIM15,35.01082565,46.63260753,31.61854839,21.68924731,20.95107527,40.86827957,27.60322581,21.55833333,24.17325269,54.89365591,36.28924731,26.10860215,53.24650538,59.01825269,20.19663979,19.31768817,24.9049328,36.74408602,22.00591398,18.87204301,43.47768817,13.73064516,27.43548387,36.50797619,22.87516129,12.80483871
KCNJ13,10.22688172,34.99674731,15.04333333,41.89763441,10.85752688,4.589784946,12.35013441,4.069354839,6.255645161,4.578225806,15.68682796,10.36612903,7.239354839,17.86801075,12.13655914,6.958064516,7.175806452,16.3358871,7.342607527,8.330645161,8.361290323,5.925,19.3,22.61806452,16.69375,27.19261521
CORT,76.52365591,224.9681452,71.41044251,486.347043,176.7975806,68.72553763,108.0795699,80.77553763,102,100.2744624,7.416290323,14.72331989,25.41021505,20.57177419,107.205335,63.92594086,51.88362903,88.36177419,86.58817204,85.95833333,68.73575269,104.3996774,135.4326716,82.38301075,109.5021505,79.20465054
PNN,425.8206989,742.5967742,222.0145161,347.7672043,281.4728495,339.5903226,296.4764593,326.5028495,392.4069355,580.8456989,374.4981183,286.6573925,356.0656989,480.3630108,322.4768817,374.1615054,277.5989247,462.6873656,487.658871,588.109086,293.7763441,348.6908065,292.6758065,474.4032258,385.3860215,552.8922043
ITGAX,207.2053763,330.2085376,345.4643817,574.1462097,223.7408602,402.2795699,394.108871,341.4306452,539.5702151,352.9134409,437.1782258,401.4649194,467.5482796,436.7352151,365.8346774,406.7018817,372.4263441,247.6327053,488.3774194,475.5198925,321.2637097,343.6153763,341.0489247,267.657165,427.0043011,402.4287634
GABPA,6.771505376,6.456451613,4.604032258,8.526344086,4.974193548,4.662903226,5.029032258,8.398387097,7.401612903,2.631451613,26.1188172,7.869489247,3.135483871,16.16814516,20.69241935,6.773655914,26.99112903,39.1202957,8.779032258,4.474193548,9.415591398,6.238709677,2.990860215,30.48225806,8.474193548,6.364516129
STX11,20.73833333,123.555914,11.10403226,17.48521505,80.66209677,13.48924731,35.73645161,85.44303763,29.04193548,13.37419355,78.89376344,60.99005376,41.35008065,93.94032258,67.54543011,20.29086022,70.60994624,29.67834101,110.7946237,122.848172,78.76364247,79.02548387,119.3165591,25.37758065,46.59551075,34.41969086
ATP8A1,25.04166667,22.92822581,39.60053763,49.31580645,50.91569892,20.41505376,46.1333871,29.59569892,44.33766129,25.81994624,41.10913978,24.73387097,16.38951613,24.51182796,98.14663978,51.32262882,118.7712366,94.17123656,65.08739247,83.70572581,81.77311828,65.99360215,83.33413978,78.85193548,65.51650538,69.26451613
ITPK1,248.5002151,89.36123656,321.7366764,263.9806452,173.4787634,230.4852151,200.8556452,206.3748387,360.2752688,264.4384409,306.0487634,310.8827957,272.1967742,321.7366764,210.8132258,147.5080645,158.7489247,153.2976592,153.5797043,148.147043,211.9150538,188.4029032,284.7459677,202.9489247,207.1661482,124.7965054
PLP1,36.97142473,62.2747043,51.9066129,55.50551075,46.26308756,50.79849462,25.79314516,32.2094086,15.03091398,114.8682796,29.46827957,56.85583333,21.26160522,37.2266129,20.51704301,10.27043011,26.5936828,33.12096774,45.93435484,48.19021505,17.32553763,46.24301075,15.35526882,51.68107527,27.23231183,43.02596774
CRYAA,13.52693548,15.63938172,24.57709677,46.87424731,99.55357527,36.20110215,15.96774194,23.71075269,12.42983871,35.30061444,30.0490937,71.66962366,8.36655914,11.12419355,44.81967742,15.66666667,6.584946237,29.88264977,33.9827957,15.54752688,61.36580261,7.895698925,16.51075269,15.40645161,10.14973118,32.51182796
B3GALT4,134.9142204,196.7419355,87.37,195.4763441,63.08413979,104.2360215,89.09784946,171.5750691,105.2265591,56.6183871,154.6778495,145.1747312,109.0833333,42.82392473,129.2467742,84.78306452,53.90276882,86.99166667,86.49290323,110.0616935,116.5526075,74.77967742,101.2614516,98.3655914,113.4008065,187.6688172
HSP90AA1,172.7564516,141.2972043,200.8556452,208.1672043,184.606828,285.1069892,299.8013441,348.1459677,174.2564516,189.423414,180.8034946,241.6978495,177.4538978,190.6386022,466.3284946,300.2435484,491.4596774,615.427566,397.6263441,547.1798387,216.5147849,562.1690476,282.3236559,292.291129,311.1069892,379.3379032
EIF6,380.4822581,507.9189785,292.7675806,382.4854839,623.727957,377.6790323,334.6327957,397.2248534,354.1587097,481.1201613,363.7623656,480.3630108,369.4422043,362.2733679,257.3879032,290.7693548,270.7370968,306.5387097,380.8737903,275.1268817,357.9125,296.1805108,305.0835484,316.1569892,324.5435484,323.9591398
FZD2,10.93064516,5.460483871,52.59236559,6.292741935,6.875806452,12.33817204,3.938709677,29.85336022,3.296236559,3.919354839,59.04962366,10.93064516,42.54287634,43.57983871,35.03752688,5.177956989,39.03615591,6.19516129,6.118010753,6.190322581,8.09516129,6.088709677,5.37311828,20.40516129,17.26317204,31.58091398
CHRNA3,35.31720046,19.89435484,58.38747312,26.9783679,57.81526882,52.11182796,78.27419355,82.26924731,45.06115591,39.8066129,27.15733871,51.75505376,21.8483871,36.49587942,29.68660394,33.94650538,26.49698925,40.02294355,53.50376344,44.08310292,57.28548387,28.7465457,59.30241935,61.10951613,38.12947389,50.75887097
LILRB3,159.3655914,242.8561828,311.2086266,251.8086022,82.11442721,209.4357527,299.0723118,277.25,402.9459677,165.3317204,480.780914,365.928629,336.3470968,420.2,242.1760753,230.8833333,234.2846774,109.7610215,188.5547312,273.7981183,200.372043,268.3880108,261.7588172,159.9107527,236.7607527,190.2898056
